58482285.458992;  55.57; -146; -138; -17.01; 1; -2; 1; 
58592726.004990;  55.57; -146; -138; -17.01; 1; -2; 1; 
58688720.504997;  55.57; -146; -138; -17.01; 1; -2; 1; 
58784749.639999;  54.57; -146; -138; -18.01; 1; -2; 1; 
58880776.044998;  54.57; -146; -138; -18.01; 1; -2; 1; 
58993951.008995;  54.57; -146; -138; -18.01; 1; -2; 1; 
59088694.154999;  54.57; -146; -138; -18.01; 1; -2; 1; 
59185556.310997;  54.57; -146; -138; -18.01; 1; -2; 1; 
59281399.964996;  53.57; -146; -138; -19.01; 1; -2; 1; 
59392738.288994;  53.57; -146; -138; -19.01; 1; -2; 1; 
59488704.694992;  72.00; -146; -139; -19.01; 1; -1; 1; 
59587231.919998;  72.00; -146; -139; -19.01; 1; -1; 1; 
59680883.824997;  72.00; -146; -139; -19.01; 1; -1; 1; 
59792772.764992;  72.00; -146; -139; -19.01; 1; -1; 1; 
59889262.896996;  72.00; -146; -139; -19.01; 1; -1; 1; 
